CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_7D,COUNT_7D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
1546,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.267), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'TRANS_LV1' (value: 0.0).","ACTIVITY_SEQ_RARITY (+2.7115), SMS (+0.8442), TRANS_LV1 (+0.5818)","SMS × ACTIVITY_SEQ_RARITY (+0.8401), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.5835), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.4665)",Payment,Credit_card_repayment,2019-07-24,Wed,8,1,390000.0,M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,390000.0,1,390000.0,1,93487.00181818182,768031.2857142857,7,0.5962833139603892,-2.2674929639803203
1546,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.267), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 7.0).","ACTIVITY_SEQ_RARITY (+2.6839), SMS (+0.8022), HIST_TRANS_COUNT (+0.5881)","SMS × ACTIVITY_SEQ_RARITY (+0.8609), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.5777), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5053)",Payment,Credit_card_repayment,2019-08-23,Fri,11,1,760000.0,M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,760000.0,1,760000.0,1,93487.00181818182,768031.2857142857,7,0.5962833139603892,-2.2674929639803203
1546,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.267), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 7.0).","ACTIVITY_SEQ_RARITY (+2.6937), SMS (+0.8138), HIST_TRANS_COUNT (+0.5872)","SMS × ACTIVITY_SEQ_RARITY (+0.8564), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.5718), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5071)",Payment,Credit_card_repayment,2019-09-24,Tue,7,1,709917.0,M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,709917.0,1,709917.0,1,93487.00181818182,768031.2857142857,7,0.5962833139603892,-2.2674929639803203
1546,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.267), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 7.0).","ACTIVITY_SEQ_RARITY (+2.4628), SMS (+0.8378), HIST_TRANS_COUNT (+0.6266)","SMS × ACTIVITY_SEQ_RARITY (+0.8563), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.6025), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5149)",Payment,Credit_card_repayment,2019-10-23,Wed,21,1,1018559.0,M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,1018559.0,1,1018559.0,1,93487.00181818182,768031.2857142857,7,0.5962833139603892,-2.2674929639803203
1546,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.267), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'TRANS_LV1' (value: 0.0).","ACTIVITY_SEQ_RARITY (+2.3885), SMS (+0.8445), TRANS_LV1 (+0.6076)","SMS × ACTIVITY_SEQ_RARITY (+0.7861), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.5674), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5112)",Payment,Credit_card_repayment,2019-11-25,Mon,11,1,1180948.0,M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,1180948.0,1,1180948.0,1,93487.00181818182,768031.2857142857,7,0.5962833139603892,-2.2674929639803203
1546,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.267), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'TRANS_LV1' (value: 0.0).","ACTIVITY_SEQ_RARITY (+2.3841), SMS (+0.8655), TRANS_LV1 (+0.6794)","SMS × ACTIVITY_SEQ_RARITY (+0.7780), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5800), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.5608)",Payment,Credit_card_repayment,2019-12-25,Wed,0,1,1061901.0,M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,1061901.0,1,1061901.0,1,93487.00181818182,768031.2857142857,7,0.5962833139603892,-2.2674929639803203
1598,1,0.560875,"Flagged due to: highly improbable sequential activity pattern (log-probability score: 0.000), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 6.0), and specific transaction type category (code: 13).","ACTIVITY_SEQ_RARITY (+2.5847), HIST_TRANS_COUNT (+0.8770), TRANS_LV2 (+0.2256)","SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+1.1134), HIST_TRANS_COUNT × ACTIVITY_SEQ_RARITY (+1.0567), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.7357)",Topup,eWallet,2019-11-18,Mon,23,1,30000.0,F,2019-04-22,1999-03-11,0,2019-04-23,BRANCH,1,SMS,30000.0,1,30000.0,1,490631.52625,20000.0,6,0.8370182279598983,0.0
1649,1,1.0,"Flagged due to: amount is 8.2x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0), and unusual activity in feature 'EB_REGISTER_CHANNEL' (value: 0.0).","TRANS_AMOUNT_Z_SCORE (+2.8345), TRANS_LV1 (+1.9122), EB_REGISTER_CHANNEL (+0.8490)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+2.1044), SUM_AMOUNT_24H × EB_REGISTER_CHANNEL (+0.3845), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.3593)",Payment,Credit_card_repayment,2019-12-05,Thu,15,1,30546141.0,M,2019-01-15,1991-10-25,0,2019-09-13,AUTO-JOB,0,SMART_OTP,30546141.0,1,30546141.0,1,1218257.0591666668,3718414.1,10,0.3992189771098674,-1.1256139807580543
1649,1,0.5471073,"Flagged due to: unusual activity in feature 'EB_REGISTER_CHANNEL' (value: 0.0), and unusual activity in feature 'TRANS_LV1' (value: 0.0), and specific transaction type category (code: 8).","EB_REGISTER_CHANNEL (+1.2279), TRANS_LV1 (+0.8170), TRANS_LV2 (+0.7507)","TRANS_LV2 × EB_REGISTER_CHANNEL (+1.1030), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5667), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.2502)",Payment,QR_payment,2019-12-23,Mon,2,1,50000.0,M,2019-01-15,1991-10-25,0,2019-09-13,AUTO-JOB,0,SMART_OTP,50000.0,1,50000.0,1,1218257.0591666668,3718414.1,10,0.3992189771098674,-1.1256139807580543
2020,1,0.52472866,"Flagged due to: unusual transaction sequence position (transaction number: 4), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'TRANS_LV1' (value: 0.0).","TRANS_NO (+1.9455), SMS (+0.7025), TRANS_LV1 (+0.6583)","TRANS_NO × SMS (+0.5858), TRANS_NO × TRANS_LV2 (+0.4374), TRANS_NO × HIST_AVG_TRANS_AMOUNT (+0.4017)",Payment,Utilities_payment,2019-10-19,Sat,22,4,3472192.0,M,2019-06-17,1995-10-05,0,2019-06-17,BRANCH,0,SMS,8372192.0,2,19472192.0,7,1194494.1728571428,3290769.789473684,133,0.10090772052024406,-1.3720830333894551
2021,1,1.0,"Flagged due to: amount is 14.7x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0), and high 24-hour transaction volume sum (52,434,000.00).","TRANS_AMOUNT_Z_SCORE (+3.3561), TRANS_LV1 (+1.4717), SUM_AMOUNT_24H (+0.5613)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+1.4555), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.7770), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.4168)",Payment,Credit_card_repayment,2019-10-24,Thu,22,1,50000000.0,M,2019-06-03,1993-07-27,1,2019-06-04,BRANCH,1,SMART_OTP,52434000.0,2,106578000.0,10,8400146.7,3397966.7976190476,252,0.05920331808926303,-1.3262363154943286
2021,1,1.0,"Flagged due to: amount is 7.1x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0), and high 24-hour transaction volume sum (48,260,000.00).","TRANS_AMOUNT_Z_SCORE (+2.6569), TRANS_LV1 (+1.8802), SUM_AMOUNT_24H (+0.4543)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+2.1785), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.6161), HIST_AVG_TRANS_AMOUNT × TRANS_LV1 (+0.3408)",Payment,Credit_card_repayment,2019-11-12,Tue,15,1,24100000.0,M,2019-06-03,1993-07-27,1,2019-06-04,BRANCH,1,SMART_OTP,48260000.0,4,81913000.0,11,8400146.7,3397966.7976190476,252,0.05920331808926303,-1.3262363154943286
2021,1,0.6051744,"Flagged due to: high 24-hour transaction volume sum (89,492,400.00), and high 24-hour transaction count (8 transfers), and sudden transaction volume spike (24h sum is 67.3% of 7d sum).","SUM_AMOUNT_24H (+1.2407), COUNT_24H (+1.0235), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4853)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4512), HIST_AVG_TRANS_AMOUNT × COUNT_24H (+0.3282), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3105)",Transfer,Within_bank,2019-11-29,Fri,18,2,700000.0,M,2019-06-03,1993-07-27,1,2019-06-04,BRANCH,1,SMART_OTP,89492400.0,8,132941527.0,18,8400146.7,3397966.7976190476,252,0.05920331808926303,-1.3262363154943286
2021,1,0.7733255,"Flagged due to: high 24-hour transaction volume sum (90,412,400.00), and high 24-hour transaction count (8 transfers), and transaction occurred at off-hour (0:00).","SUM_AMOUNT_24H (+1.2990), COUNT_24H (+1.0611), TRANS_HOUR (+0.5591)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4779), HIST_AVG_TRANS_AMOUNT × COUNT_24H (+0.3199), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3067)",Transfer,Outside_bank,2019-11-30,Sat,0,2,1010000.0,M,2019-06-03,1993-07-27,1,2019-06-04,BRANCH,1,SMART_OTP,90412400.0,8,133901527.0,18,8400146.7,3397966.7976190476,252,0.05920331808926303,-1.3262363154943286
2021,1,0.6999517,"Flagged due to: high 24-hour transaction volume sum (110,412,400.00), and high 24-hour transaction count (9 transfers), and amount is 5.9x higher than customer's average transaction size.","SUM_AMOUNT_24H (+0.9660), COUNT_24H (+0.9301), TRANS_AMOUNT_Z_SCORE (+0.8380)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.4817), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.3513), TRANS_NO × SUM_AMOUNT_24H (-0.3512)",Transfer,Within_bank,2019-11-30,Sat,8,1,20000000.0,M,2019-06-03,1993-07-27,1,2019-06-04,BRANCH,1,SMART_OTP,110412400.0,9,153901527.0,19,8400146.7,3397966.7976190476,252,0.05920331808926303,-1.3262363154943286
2021,1,1.0,"Flagged due to: amount is 5.9x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0), and high 24-hour transaction volume sum (23,335,000.00).","TRANS_AMOUNT_Z_SCORE (+2.8129), TRANS_LV1 (+2.0295), SUM_AMOUNT_24H (+0.5160)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+2.3343), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4212), HIST_AVG_TRANS_AMOUNT × TRANS_LV1 (+0.3524)",Payment,Credit_card_repayment,2019-12-12,Thu,17,1,20000000.0,M,2019-06-03,1993-07-27,1,2019-06-04,BRANCH,1,SMART_OTP,23335000.0,3,41842000.0,12,8400146.7,3397966.7976190476,252,0.05920331808926303,-1.3262363154943286
2021,1,1.0,"Flagged due to: amount is 7.4x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0), and high 24-hour transaction volume sum (25,780,000.00).","TRANS_AMOUNT_Z_SCORE (+3.0179), TRANS_LV1 (+1.9734), SUM_AMOUNT_24H (+0.4079)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+2.3078), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.3825), SUM_AMOUNT_24H × TRANS_LV1 (+0.3533)",Payment,Credit_card_repayment,2019-12-16,Mon,14,1,25000000.0,M,2019-06-03,1993-07-27,1,2019-06-04,BRANCH,1,SMART_OTP,25780000.0,3,59267000.0,12,8400146.7,3397966.7976190476,252,0.05920331808926303,-1.3262363154943286
2109,1,0.83632755,"Flagged due to: amount is 14.1x higher than customer's average transaction size, and unusual activity in feature 'EB_REGISTER_CHANNEL' (value: 2.0), and sudden transaction volume spike (24h sum is 100.0% of 7d sum).","TRANS_AMOUNT_Z_SCORE (+3.4880), EB_REGISTER_CHANNEL (+1.2066), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2520)","TRANS_AMOUNT_Z_SCORE × EB_REGISTER_CHANNEL (+1.3360), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.2976), HIST_AVG_TRANS_AMOUNT × TRANS_AMOUNT_Z_SCORE (+0.1742)",Transfer,Outside_bank,2019-08-05,Mon,10,1,5000000.0,M,2019-07-15,1993-10-20,0,2019-07-25,MYbank,1,SMART_OTP,5000000.0,1,5000000.0,1,1883682.5440000002,355714.28571428574,28,0.4837323085128753,-1.7963876832555628
2174,1,0.8405699,"Flagged due to: amount is 59.0x higher than customer's average transaction size, and high 24-hour transaction volume sum (230,000,000.00), and new customer tenure (292 days since signup).","TRANS_AMOUNT_Z_SCORE (+2.1957), SUM_AMOUNT_24H (+1.3489), TENURE_DAYS (+0.5224)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.5716), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.4452), HIST_AVG_TRANS_AMOUNT × TRANS_AMOUNT_Z_SCORE (+0.2425)",Transfer,Outside_bank,2019-12-02,Mon,10,1,230000000.0,F,2019-02-13,1996-08-27,0,2019-08-13,BRANCH,0,SMART_OTP,230000000.0,1,233460000.0,3,12640694.629999999,3896242.4242424243,66,0.1572682921701853,-1.2819542766864072
2749,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 7), and high 24-hour transaction volume sum (47,345,000.00), and unusual activity in feature 'SMS' (value: 0.0).","TRANS_NO (+2.8824), SUM_AMOUNT_24H (+1.3211), SMS (+0.4973)","TRANS_NO × SUM_AMOUNT_24H (+0.9478), TRANS_NO × SMS (+0.5611), TRANS_NO × TRANS_LV2 (+0.4098)",Transfer,Within_bank,2019-11-09,Sat,15,7,47345000.0,M,2019-09-10,1995-04-10,0,2019-09-11,BRANCH,0,SMART_OTP,47345000.0,1,47345000.0,1,4173760.8725,13997812.5,16,0.351174317757293,-1.1650884600039981
